;avg;std
CB;0.7313123224603236;0.09929934921092459
Fr;0.16518203145880359;0.05091719458693724
WaveDir;130.98790322580646;58.15889855102651
ldl;0.9086445237577618;0.5504616005455893
LEL;0.2691321158078122;0.08349867294006923
LRL;0.19879770508778583;0.06720235766475913
LB;6.231345640806088;0.7208616334215453
BT;3.865784175364963;1.4114945502764182
